"CL Wong, Z Sura, X Fang, K Lee, SP Midkiff, ...",Evaluating the impact of thread escape analysis on a memory consistency model-aware compiler,2005
"S Dwarkadas, P Keleher, AL Cox, W Zwaenepoel",Evaluation of Release Consistent,
S Dwarkadas,"Evaluation of Release Consistent Software Distributed Shared Memory on Emerging Network Technology Sandhya Dwarkadas, Pete Keleher, Alan L. Cox …",
"S Dwarkadas, P Keleher, AL Cox, ...",Evaluation of release consistent software distributed shared memory on emerging network technology,1993
"PG de Massas, F Pétrot",Evaluation of the implementation cost of cache coherence protocols using omniscient actions,2010
"S Burckhardt, D Leijen, M Fähndrich, ...",Eventually consistent transactions,2012
"M Vechev, E Yahav, G Yorsh",Experience with model checking linearizability,2009
"O Lahav, V Vafeiadis",Explaining relaxed memory models with program transformations,2016
K Vora,Exploiting asynchrony for performance and fault tolerance in distributed graph processing,2017
"J Dubrovin, T Junttila, K Heljanko",Exploiting step semantics for efficient bounded model checking of asynchronous systems,2012
"S Potluri, D Rossetti, D Becker, D Poole, ...",Exploring OpenSHMEM model to program GPU-based extreme-scale systems,2014
"T Sorensen, AF Donaldson",Exposing errors related to weak memory in GPU applications,2016
C Noël,Extensible software transactional memory,2010
"D Harmanci, V Gramoli, P Felber, C Fetzer",Extensible transactional memory testbed,2010
"Y Meshman, E Yahav",Extrapolation and Synthesis for Relaxed Memory Models,2017
"Z Zhang, S Sarukkai, K Keeton, DA Patterson, ...",FIRST WORKSHOP ON COMPUTER ARCHITECTURE EVALUATION USING COMMERCIAL WORKLOADS,
"M Agrawal, TA Henzinger, V Singh",FOIL: Checking Invariants in Concurrent Programs under Relaxed Memory Models,
"W Hasselbring, NC Ehmke","Fachtagung des GI-Fachbereichs Softwaretechnik 25. Februar–28. Februar 2014 in Kiel, Deutschland",2014
"DA Averill, AD Drumm, CT Phan, ...","Fairness, Performance, and Livelock Assessment Using a Loop Manager With Comparative Parallel Looping",2009
S Huang,Fast and Effective Approaches for Verifying and Debugging Concurrent Programs,2019
"A Ros, S Kaxiras",Fast&furious: A tool for detecting covert racing,2015
"J Giacomoni, T Moseley, ...",Fastforward for efficient pipeline parallelism,2007
"AJ McPherson, V Nagarajan, S Sarkar, ...",Fence placement for legacy data-race-free programs via synchronization read detection,2015
"C Lin, V Nagarajan, R Gupta",Fence scoping,2014
"Y Hong, Y Zheng, H Guan, B Zang, ...",Fence-Free Synchronization with Dynamically Serialized Synchronization Variables,2016
"J Alglave, L Maranget",Fences and Synchronisation Idioms in Weak Memory Models,2009
"J Alglave, L Maranget, S Sarkar, P Sewell",Fences in weak memory models,2010
"J Alglave, L Maranget, S Sarkar, P Sewell",Fences in weak memory models (extended version),2012
"PA Abdulla, MF Atig, S Kaxiras, C Leonardsson, ...",Fencing programs with self-invalidation and self-downgrade,2016
"DAW Clarke, T Miller, ...",Finding Data Races in Java programs,2016
"A Darbari, I Singleton, M Butler, J Colley","Formal Modelling, Testing and Verification of HSA Memory Models using Event-B",2016
"F Pong, M Dubois",Formal automatic verification of cache coherence in multiprocessors with relaxed memory models,2000
"RP Nalumasu, G Gopalakrishnan",Formal design and verification methods for shared memory systems,1999
A Roychoudhury,Formal reasoning about hardware and software memory models,2002
P Chatterjee,Formal specification and verification of memory consistency models of shared memory multiprocessors,2002
U Degenbaev,Formal specification of the x86 instruction set architecture,2012
"E Albert, A Banerjee, S Drossopoulou, ...",Formal techniques for Java-Like programs,2008
"F Pong, M Dubois",Formal verification of delayed consistency protocols,1996
"D Aspinall, J Ševčík",Formalising Java's data race free guarantee,2007
V Singh,Formalizing and verifying transactional memories,2010
Y Yang,Formalizing shared memory consistency models for program analysis,2005
"Y Yang, G Gopalakrishnan, ...",Formalizing the Java memory model for multithreaded program correctness and optimization,2002
"S Chakraborty, V Vafeiadis",Formalizing the concurrency semantics of an LLVM fragment,2017
"J Mellor-Crummey, K Murthy",Foundations of the C++ Concurrency Memory Model,
"B Dongol, J Derrick, IJ Hayes",Fractional permissions and non-deterministic evaluators in interval temporal logic,2013
"J Alglave, L Maranget, PE McKenney, A Parri, ...",Frightening small children and disconcerting grown-ups: Concurrency in the Linux kernel,2018
"T Suzanne, A Miné",From array domains to abstract interpretation under store-buffer-based memory models,2016
"E Cohen, B Schirmer",From total store order to sequential consistency: A practical reduction theorem,2010
"HH Su, D Bonachea, A Leko, H Sherburne, ...",GASP! A standardized performance analysis tool interface for global address space programming models,2006
"JY Liou, X Wang, S Forrest, CJ Wu",GEVO: GPU Code Optimization using EvolutionaryComputation,2020
"M He, V Vafeiadis, S Qin, JF Ferreira",GPS $$$$: Reasoning About Fences and Relaxed Atomics,2018
"S Potluri, A Goswami, D Rossetti, ...",GPU-centric communication on NVIDIA GPU clusters with InfiniBand: A case study with OpenSHMEM,2017
N GPUs,GPUs are fueling HPC advances!,
"S Mador-Haim, R Alur, MMK Martin",Generating litmus tests for contrasting memory consistency models,2010
"S Mador-Haim, R Alur, MMK Martin",Generating litmus tests for contrasting memory consistency models-extended version,2010
"H Maarand, T Uustalu",Generating representative executions,2017
"RJC Pitcher, J Riely",Generative Operational Semantics for Relaxed Memory Models,
"R Jagadeesan, C Pitcher, J Riely",Generative operational semantics for relaxed memory models,2010
"MF Atig, A Bouajjani, G Parlato",Getting rid of store-buffers in TSO analysis,2011
"C Sakalis, M Alipour, A Ros, A Jimborean, ...",Ghost loads: what is the cost of invisible speculation?,2019
"G Lee, B Quattlebaum, S Cho, ...",Global bus design of a bus-based COMA multiprocessor DICE,1996
R Cox,Go's Memory Model,
J Hayman,Granularity and concurrent separation logic,2011
"CC Wu, C Chen",Grouping memory consistency model for parallel-multithreaded shared-memory multiprocessor systems,1999
"M Kokologiannakis, V Vafeiadis",HMC: Model Checking for Hardware Memory Models,2020
"X Ren, D Lustig, E Bolotin, A Jaleel, ...",HMG: Extending Cache Coherence Protocols Across Modern Hierarchical Multi-GPU Systems,2020
"O Travkin, H Wehrheim",Handling TSO in mechanized linearizability proofs,2014
JBLCS Jhon,Hardware Support for Release Consistency with Queue-based Synchronization,1997
J Bobba,Hardware support for efficient transactional and supervised memory systems,2010
"SK Reinhardt, RW Pfile, ...",Hardware support for flexible distributed shared memory,1998
"JB Lee, CS Jhon",Hardware support for release consistency with queue-based synchronization,1997
"N Ramanathan, ST Fleming, J Wickerson, ...",Hardware synthesis of weakly consistent C concurrency,2017
"S Mandyam, BW O'krafka, R Raghavan, ...",Hardware verification tool for multiprocessors,2001
"MM Islam, R Akram, A Muzahid",Hardware-Based Sequential Consistency Violation Detection Made Simpler,2016
A David,Hiding Relaxed Memory Consistency with a Compiler,
"J Lee, DA Padua",Hiding relaxed memory consistency with compilers,2000
J Lee,Hiding the Java Memory Model with Compilers,
"M Chabbi, M Fagan, J Mellor-Crummey",High performance locks for multi-level NUMA systems,2015
"KF Moore, D Grossman",High-level small-step operational semantics for transactions,2008
"T Merrifield, J Devietti, J Eriksson",High-performance determinism with total store order consistency,2015
JH Kelm,Hybrid coherence for scalable multicore architectures,2011
"JH Choi, KH Park",Hybrid full map directory scheme for distributed shared memory multiprocessors,1997
"A Sengupta, S Biswas, M Zhang, MD Bond, ...",Hybrid static–dynamic analysis for statically bounded region serializability,2015
"A Armstrong, C Pulte, S Flur, I Stark, N Krishnaswami, ...","ISA semantics for ARMv8-a, RISC-v, and CHERI-MIPS",2019
S Kaxiras,Identification and optimization of sharing patterns for scalable shared-memory multiprocessors,1998
"T Mitra, A Roychoudhury, Q Shen",Impact of Java memory model on out-of-order multiprocessors,2004
"T Mitra, A Roychoudhury, Q Shen",Impact of Java memory model on out-of-order multiprocessors,2004
S QINGHUA,Impact of Java memory model on out-of-order multiprocessors,2004
"H Grahn, P Stenström, M Dubois",Implementation and evaluation of update-based cache protocols under relaxed memory consistency models,1995
P Simonsson,Implementation of a Distributed Shared Memory using MPI,2004
"MF Spear, M Silverman, L Dalessandro, ...",Implementing and exploiting inevitability in software transactional memory,2008
C Lin,Imposing minimal memory ordering on multiprocessors,2013
"C Blundell, MMK Martin, T Wenisch",Improved Sequence-based Speculation Techniques for Implementing Memory Consistency,2008
"K Matsumoto, T Ugawa, T Abe",Improvement of a library for model checking under weakly ordered memory model with spin,2018
I Singh,Improving GPU programming models through hardware cache coherence,2013
"RH Saavedra, D Park",Improving the effectiveness of software prefetching with adaptive executions,1996
"JB Lee, CS Jhon",Improving the execution efficiency of barrier synchronization in software DSM through static analysis,2000
BT Gold,Increasing processor dependability in distributed shared-memory servers,2009
"C Narayan, S Guha, S Arun-Kumar",Inferring Fences in a Concurrent Program Using SC proof of Correctness,2013
V Nimal,Inferring memory fences for Power and ARM in a fully static manner,
S Antipolis-Méditerranée,Informatique Diffuse et Sécurisée,
I WG,Institute of,
"S Dalvandi, B Dongol, S Doherty",Integrating Owicki-Gries for C11-Style Memory Models into Isabelle/HOL,2020
"A Boukerche, ACMA De Melo",Integrating coordinated checkpointing and recovery mechanisms into DSM synchronization barriers,2007
"A Boukerche, J Koch, ACMA de Melo",Integrating coordinated checkpointing and recovery mechanisms into DSM synchronization barriers,2005
"A Verma, PK Kalita, A Pandey, S Roy",Interactive debugging of concurrent programs under relaxed memory models,2020
"D Gratzer, A Bizjak, R Krebbers, L Birkedal",Iron: Managing obligations in higher-order concurrent separation logic,2017
"C Gniady, B Falsafi, TN Vijaykumar",Is sc+ ilp= rc?,1999
A Mycroft,Isolation types and multi-core architectures,2011
"FS Zakkak, P Pratikakis",JDMM: a java memory model for non-cache-coherent memory architectures,2014
"KH Kim, T Yavuz-Kahveci, BA Sanders",JRF-E: using model checking to give advice on eliminating memory model-related bugs,2012
AGSPA Schuster,Java Consistency: A Real-Life Exercise in Non-Operational Specification?,
"TH Lee, GH Kwon",Java Memory Model Simulation using SMT Solver,2009
"A De, A Roychoudhury, D D'Souza",Java memory model aware software validation,2008
"A De, A Roychoudhury, D D'Souza",Java memory model aware software verification,
"D Aspinall, J Sevcik","Java memory model examples: Good, bad and ugly",2007
"H Jin, T Yavuz-Kahveci, BA Sanders",Java memory model-aware model checking,2012
"CD Cavanna, TS Abdelrahman, A Bilas, ...",Jupiter/SVM: a JVM-based Single System Image for Clusters of Workstations,2004
"D Marinov, J Meseguer, M Parthasarathy",K: A Rewriting Approach to Concurrent Programming Language Design and Semantics,
NM Lê,"Kahn process networks as concurrent data structures: lock freedom, parallelism, relaxation in shared memory",2016
P Fotouhi,LC-Sim: a simulation framework for evaluating location consistency based cache protocols,2017
"J Barnat, L Brim, V Havel",LTL model checking of parallel programs with under-approximated TSO memory model,2013
"Y Zhangy, W Zhu, F Chen, Z Hu, GR Gao",Lamport Order Revisit: A Study on How to E ciently Achieve Sequential Consistency on a Modern Multiprocessor-on-a-chip Architecture,2004
N Alam,Language independent modelling of parallelism,2014
"A Bouajjani, G Calin, E Derevenetc, R Meyer",Lazy TSO reachability,2015
B Lampson,Lazy and Speculative Execution,2006
BW Lampson,Lazy and speculative execution in computer systems,2008
"T Merrifield, S Roghanchi, J Devietti, ...",Lazy determinism for faster deterministic multithreading,2019
"BH Yu, P Werstein, M Purvis, S Cranefield",Lazy home-based protocol: Combining homeless and home-based distributed shared memory protocols,2005
"E Tomasco, TL Nguyen, O Inverso, ...",Lazy sequentialization for TSO and PSO via shared memory abstractions,2016
"A Sengupta, M Cao, MD Bond, ...",Legato: end-to-end bounded region serializability using commodity hardware transactional memory,2017
R Natarajan,Leveraging Hardware Support For Transactional Execution To Address Correctness And Performance Challenges In Software,2015
A Pop,"Leveraging streaming for deterministic parallelization: an integrated language, compiler and runtime approach",2011
"R Natarajan, A Zhai",Leveraging transactional execution for memory consistency model emulation,2015
"M Batty, M Dodds, A Gotsman",Library abstraction for C/C++ concurrency,2013
"H Eberle, L Dennison",Light-weight protocols for wire-speed ordering,2018
"M Costa, P Guedes, M Sequeira, N Neves, ...",Lightweight logging for lazy release consistent distributed shared memory,1996
"S Burckhardt, C Dern, M Musuvathi, R Tan",Line-up: a complete and automatic linearizability checker,2010
"W Hu, Y Chen, T Chen, C Qian, ...",Linear time memory consistency verification,2011
"S Mador-Haim, R Alur, ...",Litmus tests for comparing memory consistency models: How long do they need to be?,2011
"ACMA Melo, MEMT Walter, RCF Melo, ...",Local DNA sequence alignment in a cluster of workstations: algorithms and tools,2004
"V Štill, J Barnat",Local Nontermination Detection for Parallel C++ Programs,2019
"E Derevenetc, R Meyer, S Schweizer",Locality and singularity for store-atomic memory models,2017
"AF Farahani, N Jayasena",Locality-aware and sharing-aware cache coherence for collections of processors,2018
"GR Gao, V Sarkar",Location consistency-a new memory model and cache consistency protocol,2000
"CC Wu, DL Pean, C Chen",Look-ahead memory consistency model,1998
R Elhorst,Lowering C11 atomics for ARM in LLVM,2014
"D Lee, V Bertacco",MTraceCheck: Validating non-deterministic behavior of memory consistency models in post-silicon validation,2017
"X Yuan, D Williams-King, J Yang, ...",Making lock-free data structures verifiable with artificial transactions,2016
"C Yang, K Murthy, ...",Managing asynchronous operations in Coarray Fortran 2.0,2013
"M Batty, S Owens, S Sarkar, P Sewell, T Weber",Mathematizing C++ concurrency,2011
"TF Șerbănuță, F Chen, G Rosu",Maximal Causal Models for Sequentially Consistent Systems,2011
"S Huang, J Huang",Maximal causality reduction for TSO and PSO,2016
A Huang,Maximally stateless model checking for concurrent bugs under relaxed memory models,2016
C Leonardsson,"May 8, 2018",2018
"K Watanabe, S Nishimura",May&must-equivalence of shared variable parallel programs in game semantics,2012
"M Elver, V Nagarajan",McVerSi: A test generation framework for fast memory consistency verification in simulation,2016
X Shen,Mechanisms and methods of using self-reconciled data to reduce cache coherence overhead in multiprocessor systems,2008
"E Torlak, M Vaziri, J Dolby",MemSAT: checking axiomatic specifications of memory models,2010
"PA Abdulla, MF Atig, YF Chen, C Leonardsson, ...","Memorax, a Precise and Sound Tool for Automatic Fence Insertion under TSO",2013
J Mellor-Crummey,Memory Consistency Models,
"A Sharma, D Basora, A Sharma",Memory Consistency Models,2013
S Adve,Memory Consistency Models,
G Georgopoulos,Memory Consistency Models of Modern CPUs,
R Šebek,Memory Consistency and Cache Coherency in Network-on-Chip Based Multi-Core Systems,2012
V Singh,Memory Model Relaxations to Boost TM Performance,
HW Relaxed,Memory Model Sensitive Bytecode Verification,
"LI Kontothanassis, ML Scott",Memory Models,1994
NB Panchal,Memory Models in Current Programming Languages,
L Ego,Memory Synchronization Techniques,
M Streaming,Memory System Research,
"S Somogyi, TF Wenisch, N Hardavellas, J Kim, ...",Memory coherence activity prediction in commercial workloads,2004
R Ferreira,Memory consistency and program verification,2010
K Gharachorloo,Memory consistency models for shared-memory multiprocessors,1996
"S Burckhardt, M Musuvathi",Memory model safety of programs,2008
S Burckhardt,Memory model sensitive analysis of concurrent data types,2007
"TQ Huynh, A Roychoudhury",Memory model sensitive bytecode verification,2007
C Narayan,Memory model specific verification of safety properties of concurrent programs,2017
"A Arvind, JW Maessen",Memory model= instruction reordering+ store atomicity,2006
"M Pöter, JL Träff",Memory models for C/C++ programmers,2018
P Sewell,"Memory, an elusive abstraction",2010
V Štill,Memory-Model-Aware Analysis of Parallel Programs,
"F Furbach, R Meyer, K Schneider, ...",Memory-model-aware testing: A unified complexity analysis,2015
"PA Abdulla, MF Atig, S Kaxiras, C Leonardsson, ...",Mending fences with self-invalidation and self-downgrade,2016
L Maranget,Mixed size memory model for the x86 processor,
"S Flur, S Sarkar, C Pulte, K Nienhuis, L Maranget, ...","Mixed-size concurrency: ARM, Power, C/C++ 11, and SC",2017
B Boigelot,MoVES Newsletter,2011
P Parízek,Model Checking Programs,
M Weber,Model Checking Software,2010
"J van der Pol, M Weber","Model Checking Software: 17th International SPIN Workshop, Enschede, the Netherlands, September 27-29, 2010, Proceedings",2010
"T Ugawa, R Jones",Model Checking Transactional Sapphire,2018
"Z Baranová, J Barnat, K Kejstová, T Kučera, ...",Model Checking of C and C++ with DIVINE 4,2017
FI Berg,Model checking LLVM IR using LTSmin: using relaxed memory model semantics,2013
"J Pang, W Fokkink, R Hofman, ...",Model checking a cache coherence protocol for a Java DSM implementation,2003
"A Gupta, V Kahlon, S Qadeer, T Touili",Model checking concurrent programs,2018
"T Ugawa, T Abe, T Maeda",Model checking copy phases of concurrent copying garbage collection with various memory models,2017
"M Kokologiannakis, A Raad, V Vafeiadis",Model checking for weakly consistent libraries,2019
"V Štill, J Barnat",Model checking of C++ programs under the x86-TSO memory model,2018
"R Guerraoui, TA Henzinger, B Jobstmann, ...",Model checking transactional memories,2008
"J O'Leary, B Saha, MR Tuttle",Model checking transactional memory with Spin,2009
"T Abe, T Maeda",Model checking with user-definable memory consistency models,2013
"AM Dan, P Lam, T Hoefler, M Vechev",Modeling and analysis of remote memory access programming,2016
"C Wang, Y Wu",Modeling and performance evaluation of TSO-preserving binary optimization,2011
"M Ganai, A Gupta",Modeling and verification of concurrent systems using SMT-based BMC,2011
M Senftleben,Modelling Memory Consistency Models for Formal Verification,2019
"S Flur, KE Gray, C Pulte, S Sarkar, A Sezgin, ...","Modelling the ARMv8 architecture, operationally: Concurrency and ISA",2016
"M Vijayaraghavan, A Chlipala, N Dave",Modular deductive verification of multiprocessor hardware designs,2015
"L Effinger-Dean, D Grossman",Modular metatheory for memory consistency models,2011
"B Dongol, R Jagadeesan, J Riely",Modular transactions: bounding mixed races in space and time,2019
"A Sezgin, S Tasiran",Moving Around: Lipton's Reduction for TSO,2015
"HJ Boehm, U Goltz, H Hermanns, P Sewell",Multi-Core Memory Models and Concurrency Theory (Dagstuhl Seminar 11011),2011
"M Desnoyers, PE McKenney, ...",Multi-core systems modeling for formal verification of parallel algorithms,2013
"EE Bilir, RM Dickson, Y Hu, M Plakal, ...",Multicast snooping: a new coherence method using a multicast address network,1999
"A Boukerche, ACMA Melo, JG Koch, ...",Multiple coherence and coordinated checkpointing protocols for DSM systems,2005
P Jakubik,Multiprocessor Safety and Java,
"PN Loewenstein, S Chaudhry, R Cypher, ...",Multiprocessor memory model verification,2006
MD Hill,Multiprocessors should support simple memory consistency models,1998
M Hill,Multiprocessors should support simple memory consistency models,1997
"M Batty, K Memarian, K Nienhuis, J Pichon, P Sewell",N4136–C Concurrency Challenges Draft 2014-10-13,2014
"JC Blanchette, T Weber, M Batty, S Owens, ...",Nitpicking C++ concurrency,2011
"N Liu, B Zang, H Chen",No barrier in the road: a comprehensive study and optimization of ARM barriers,2020
"S Xiao, H Jiang, H Liang, X Feng",Non-Preemptive Semantics for Data-Race-Free Programs,2018
"S Kaxiras, TE Carlson, M Alipour, A Ros",Non-Speculative Load Reordering in TSO,
"S Kaxiras, TE Carlson, M Alipour, A Ros",Non-speculative load reordering in total store ordering,2018
"H Mantel, M Perner, J Sauer",Noninterference under Weak Memory Models (Progress Report),2014
"H Mantel, M Perner, J Sauer",Noninterference under weak memory models,2014
"T Abe, T Maeda",Observation-based concurrent program logic for relaxed memory consistency models,2016
"K Winter, G Smith, J Derrick",Observational models for linearizability checking on weak memory models,2018
C Leonardsson,"October 22, 2012",2012
"D Lee, M Said, S Narayanasamy, Z Yang, ...",Offline symbolic analysis for multi-processor execution replay,2009
"D Lee, M Said, S Narayanasamy, ...",Offline symbolic analysis to infer total store order,2011
"J Alglave, P Cousot",Ogre and Pythia: an invariance proof method for weak consistency models,2017
S Chakraborty,On Architecture to Architecture Mapping for Concurrency,2020
Z Snyder,On Fuzzing Concurrent Programs With C++ Atomics,2019
GBG Petri,On Speculative Computation and Thread Safe Programming,2009
M Grysla,On The Verification Problem For Weak Memory Models,2011
"A Bouajjani, C Enea, M Mukund, R Roy",On Verifying TSO Robustness for Event-Driven Asynchronous Programs,2018
"B Dongol, R Jagadeesan, J Riely, ...",On abstraction and compositionality for weak-memory linearisability,2018
"C Enea, A Farzan",On atomicity in presence of non-atomic writes,2016
"AV Podkopaev, L Ori, V Viktor",On compilation correctness for a subset of a promising memory model to the ARMv8. 3 memory model,2017
"N Sinha, C Wang",On interference abstractions,2011
"ML Scott, L Dalessandro",On the Orthogonality of Speculation and Atomicity,2010
"C Wallace, G Tremblay, JN Amaral",On the Tamability of the Location Consistency Memory Model.,2002
"L Bocchi, H Melgratti",On the behaviour of general purpose applications on cloud storages,2015
"P Kuznetsov, S Ravi",On the cost of concurrency in transactional memory,2011
"GR Gao, V Sarkar",On the importance of an end-to-end view of memory consistency in future computer systems,1997
"P Fraigniaud, S Rajsbaum, C Travers",On the number of opinions needed for fault-tolerant run-time monitoring in distributed systems,2014
E Vlachos,On the road to a defense,
A Linden,On the verification of programs on relaxed memory models,2013
"MF Atig, A Bouajjani, S Burckhardt, ...",On the verification problem for weak memory models,2010
"A Jeffrey, J Riely",On thin air reads towards an event structures model of relaxed memory,2016
G Georgopoulos,Operational Semantics of Memory System Implementations,2018
H MAARAND,Operational Semantics of Weak Sequential Composition,
"DS Fava, M Steffen, V Stolz, S Valle",Operational Semantics of a Weak Memory Model,
"DS Fava, V Stolz, S Valle",Operational Semantics of a Weak Memory Model inspired by Go,2017
"H Maarand, T Uustalu",Operational Semantics with Semicommutations,
"A Podkopaev, I Sergey, A Nanevski",Operational aspects of C/C++ concurrency,2016
T Ridge,Operational reasoning for concurrent Caml programs and weak memory models,2007
"DS Fava, M Steffen, V Stolz",Operational semantics of a weak memory model with channel synchronization,2019
G Petri,Operational semantics of relaxed memory models,2010
"S Aronis, B Jonsson, M Lång, K Sagonas",Optimal dynamic partial order reduction with observers,2018
"M Factor, A Schuster, K Shagin, T Zamir",Optimistic concurrency for clusters via speculative locking,2009
"T Abe, T Maeda",Optimization of a general model checking framework for various memory consistency models,2014
SH Hung,Optimizing parallel applications,1998
J Bornholt,Optimizing the Automated Programming Stack,2019
"K Keutzer, T Mattson",Our Pattern Language (OPL): A design pattern language for engineering (parallel) software,2009
"HJ Boehm, B Demsky",Outlawing ghosts: Avoiding out-of-thin-air results,2014
"J Chung, C Wang, Y Wu",Overlapping atomic regions in a processor,2017
"O Lahav, V Vafeiadis",Owicki-Gries reasoning for weak memory models,2015
F Liu,"PUBLICATIONS (Citations: 415, H-index: 12) ISCA'15 Feng Liu, Heejin Ahn, Stephen R. Beard, Taewook Oh, and David I. August,“Symbiote: Dynamic …",2009
"X Qian, B Sahelices, D Qian",Pacifier: Record and replay for relaxed-consistency multiprocessors with distributed directory protocol,2014
"J Burnim, T Elmas, CS Park, K Sen",Par Lab Progress on Correctness Tools for Parallel Programs,
"G Malhotra, R Kalayappan, S Goel, ...",ParTejas: A parallel simulator for multicore processors,2017
"TCP vrstva pro verifikační nástroj DIVINE, ...",ParaDiSe–Parallel & Distributed Systems Laboratory,
"TCP vrstva pro verifikační nástroj DIVINE, ...",ParaDiSe–Parallel & Distributed Systems Laboratory,2009
"TCP vrstva pro verifikační nástroj DIVINE, ...",ParaDiSe–Parallel & Distributed Systems Laboratory,
"R Kumar, D Marinov, D Padua, M Parthasarathy, ...",Parallel Computing Research at Illinois The UPCRC Agenda,2008
"A McLaughlin, D Merrill, M Garland, ...",Parallel Methods for Verifying the Consistency of Weakly-Ordered Architectures,2015
"D Schwartz-Narbonne, G Weissenbacher, ...",Parallel assertions for architectures with weak memory models,2012
C Dubs,Parallel computing focussing on multiprocessing with shared memory; problems when developing parallel programs with respect to different memory …,2012
"RCF Melo, MET Walter, ACMA de Melo, ...",Parallel dna sequence alignment using a dsm system in a cluster of workstations,2003
M Drocco,"Parallel programming with global asynchronous memory: Models, C++ APIs and implementations",2017
"R Ferreira, X Feng, Z Shao",Parameterized memory models and concurrent separation logic,2010
"R Ferreira, X Feng, Z Shao",Parameterized memory models and concurrent separation logic (extended version),2009
"M Emmi, R Majumdar, R Manevich",Parameterized verification of transactional memories,2010
"J Alglave, D Kroening, M Tautschnig",Partial orders for efficient bmc of concurrent software,2013
"J Alglave, D Kroening, M Tautschnig",Partial orders for efficient bounded model checking of concurrent software,2013
"M Kuperstein, M Vechev, E Yahav",Partial-coherence abstractions for relaxed memory models,2011
"R Morisset, F Zappa Nardelli","Partially redundant fence elimination for x86, ARM, and Power processors",2017
"S Cheng, L Higham, J Kawash",Partition Consistency: A Case Study in Modeling Systems with Weak Memory Consistency and Proving Correctness of their Implementations,2013
"S Cheng, L Higham, J Kawash",Partition consistency,2014
"Y Meshman, N Rinetzky, E Yahav",Pattern-based synthesis of synchronization for the C++ memory model,2015
"P Gupta, G Verma",Performance Analysis of Shared Memory Model in a Multiprocessor Environment,
W Shi,Performance Optimization of Software Distributed Shared Memory Systems,2004
"YK Chong, K Hwang",Performance analysis of four memory consistency models for multithreaded multiprocessors,1995
"RH Saavedra, WH Mao, K Hwang",Performance and optimization of data prefetching strategies in scalable multiprocessors,1994
"F Dahlgren, M Dubois, ...",Performance evaluation and cost analysis of cache protocol extensions for shared-memory multiprocessors,1998
"R Chandra, K Gharachorloo, V Soundararajan, ...",Performance evaluation of hybrid hardware and software distributed shared memory protocols,1994
"XIE Lei, A Roychoudhury, T Mitra",Performance impact of multithreaded Java semantics on multiprocessor memory consistency models,2003
"A Mukkara, N Beckmann, D Sanchez",Phi: Architectural support for synchronization-and bandwidth-efficient commutative scatter updates,2019
"D Lustig, M Pellauer, ...",PipeCheck: Specifying and verifying microarchitectural enforcement of memory consistency models,2014
"DDV Laporte, LZSJD Pichardie, J Vitek",Plan B: A Buffered Memory Model for Java,2013
"D Demange, V Laporte, L Zhao, ...",Plan B: A buffered memory model for Java,2013
"S Mador-Haim, R Alur, M Martin",Plug and play components for the exploration of memory consistency models,2010
"M Taheri, A Pourdamghani, ...",Polynomial-Time Fence Insertion for Structured Programs,2019
R Meyer,Portability Analysis for Weak Memory Models,2017
"H Ponce-de-León, F Furbach, K Heljanko, ...",Portability Analysis for Weak Memory Models porthos: OneToolfor allModels,2017
"H Ponce de León, F Furbach, K Heljanko, ...",Portability analysis for axiomatic memory models,2017
"AW Appel, L Beringer, A Chlipala, ...",Position paper: the science of deep specification,2017
"M Flatt, HF Guo","Practical Aspects of Declarative Languages: 16th International Symposium, PADL 2014, San Diego, CA, USA, January 19-20, 2014, Proceedings",2013
E Yahav,Practical Program Analysis and Synthesis,
E Yahav,Practical Software Synthesis.,2014
"J Huang, AK Rajagopalan",Precise and maximal race detection from incomplete traces,2016
"PA Abdulla, MF Atig, M Lång, TP Ngo",Precise and sound automatic fence insertion procedure under PSO,2015
"K Kim, T Yavuz-Kahveci, BA Sanders",Precise data race detection in a relaxed memory model using model checking,2009
"KH Kim, BA Sanders, N Rungta, EG Mercer",Precondition-based Modular Verification to Guarantee Data Race Freedom in Java Programs,
"AM Dan, Y Meshman, M Vechev, E Yahav",Predicate abstraction for relaxed memory models,2013
"E Sifakis, L Mounier",Predictive Taint Analysis for Extended Testing of Parallel Executions,2013
"B Finkbeiner, G Pu, L Zhang",Preface for the special issue for ATVA 2015,2018
"MD Hill, AE Condon, M Plakal, DJ Sorin",Preliminary Draft of SPAA'99 Submission A System-Level Specification Framework for I/O Architectures,
"M Cao, J Roemer, A Sengupta, MD Bond",Prescient memory: exposing weak memory model behavior by looking into the future,2016
"M Kuperstein, E Yahav, M Vechev",Preserving correctness under relaxed memory models,2012
"S Cooksey, S Harris, M Batty, R Grigore, ...",Pridemm: A solver for relaxed memory models,2018
"C Eidt, K Frei, KS Gatlin, V Grover, P Lucido",Prism: A Principle-Based Sequential Memory Model for Microsoft Native Code Platforms,2006
"PL Grover, B Smith",Prism: A Principle-Based Sequential Memory Model for Microsoft Native Code Platforms,
"L Effinger-Dean, A Jaffe",Probabilistic Analysis of Data Races and Relaxed Memory Models CSE 548 Project Report,2008
"A Kristensen, C Low",Problem-oriented object memory: customizing consistency,1995
"D Peled, S Schewe",Proceedings First Workshop on Synthesis,2012
"S Karlsson, M Brorsson",Producer-push-a protocol enhancement to page-based software distributed shared memory systems,1999
AM Dan,Program Analysis for Weak Memory Models,2018
